Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG
E0,28/12/2019,Brighton,Bournemouth,2,0,H,1.75,3.9,4.33,20,18,2.05188335358445,2
E0,28/12/2019,Newcastle,Everton,1,2,A,3.6,3.4,2.05,20,20,1.27889908256881,0
E0,28/12/2019,Southampton,Crystal Palace,1,1,D,1.95,3.6,3.8,21,16,1.84864864864865,5
E0,28/12/2019,Watford,Aston Villa,3,0,H,1.95,3.8,3.6,22,19,1.84864864864865,3
E0,28/12/2019,Norwich,Tottenham,2,2,D,5,4,1.66,19,25,1.17314487632509,-6
E0,28/12/2019,West Ham,Leicester,1,2,A,4,3.9,1.83,30,32,1.2455497382199,-2
E0,28/12/2019,Burnley,Man United,0,2,A,4.33,3.75,1.8,24,26,1.21621621621622,-2
E0,29/12/2019,Arsenal,Chelsea,1,2,A,2.87,3.75,2.3,36,39,1.42561983471074,-3
E0,29/12/2019,Liverpool,Wolves,1,0,H,1.25,5.75,12,52,24,3.88732394366197,28
E0,29/12/2019,Man City,Sheffield United,2,0,H,1.16,7.5,16,57,15,5.1063829787234,42
E0,01/01/2020,Brighton,Chelsea,1,1,D,3.6,3.6,1.95,20,39,1.26486486486486,-19
E0,01/01/2020,Burnley,Aston Villa,1,2,A,1.75,3.8,4.33,24,19,2.02386223862239,5
E0,01/01/2020,Newcastle,Leicester,0,3,A,5,3.8,1.66,20,32,1.15531135531136,-12
E0,01/01/2020,Southampton,Tottenham,1,0,H,3.3,3.5,2.1,21,25,1.3125,-4
E0,01/01/2020,Watford,Wolves,2,1,H,3,3.4,2.3,22,24,1.3719298245614,-2
E0,01/01/2020,Man City,Everton,2,1,H,1.25,6.5,10,57,20,3.93939393939394,37
E0,01/01/2020,Norwich,Crystal Palace,1,1,D,2.5,3.4,2.75,19,16,1.52032520325203,3
E0,01/01/2020,West Ham,Bournemouth,4,0,H,1.9,3.75,3.8,30,18,1.88741721854305,12
E0,01/01/2020,Arsenal,Man United,2,0,H,2.55,3.6,2.62,36,26,1.51639871382637,10
E0,02/01/2020,Liverpool,Sheffield United,2,0,H,1.2,6.5,13,52,15,4.33333333333333,37
E0,10/01/2020,Sheffield United,West Ham,1,0,H,1.95,3.4,4,52,19,1.83783783783784,33
E0,11/01/2020,Crystal Palace,Arsenal,1,1,D,4.1,3.9,1.8,15,20,1.23157894736842,-5
E0,11/01/2020,Chelsea,Burnley,3,0,H,1.28,5.5,11,30,19,3.66666666666667,11
E0,11/01/2020,Everton,Brighton,1,0,H,1.85,3.8,4,24,19,1.94871794871795,5
E0,11/01/2020,Leicester,Southampton,1,2,A,1.6,4,5.5,35,30,2.31578947368421,5
E0,11/01/2020,Man United,Norwich,4,0,H,1.33,5.25,8.5,40,7,3.24545454545455,33
E0,11/01/2020,Wolves,Newcastle,1,1,D,1.44,4.5,7.5,27,18,2.8125,9
E0,11/01/2020,Tottenham,Liverpool,0,1,A,4.5,4.33,1.66,36,33,1.19996661101836,3
E0,12/01/2020,Bournemouth,Watford,0,3,A,2.6,3.3,2.7,22,14,1.485,8
E0,12/01/2020,Aston Villa,Man City,1,6,A,13,8.5,1.16,22,45,1.02070393374741,-23
E0,18/01/2020,Watford,Tottenham,0,0,D,3.25,3.5,2.2,22,25,1.35087719298246,-3
E0,18/01/2020,Arsenal,Sheffield United,1,1,D,1.83,3.6,4.33,36,15,1.9656998738966,21
E0,18/01/2020,Brighton,Aston Villa,1,1,D,1.66,4,5,20,19,2.22222222222222,1
E0,18/01/2020,Man City,Crystal Palace,2,2,D,1.1,11,19,57,16,6.96666666666667,41
E0,18/01/2020,Norwich,Bournemouth,1,0,H,2.2,3.5,3.25,19,18,1.68518518518519,1
E0,18/01/2020,Southampton,Wolves,2,3,A,2.4,3.4,3,21,24,1.59375,-3
E0,18/01/2020,West Ham,Everton,1,1,D,2.9,3.5,2.37,30,20,1.41311754684838,10
E0,18/01/2020,Newcastle,Chelsea,1,0,H,6,4.5,1.5,20,39,1.125,-19
E0,19/01/2020,Burnley,Leicester,2,1,H,4.33,3.75,1.83,24,32,1.22983870967742,-8
E0,19/01/2020,Liverpool,Man United,2,0,H,1.36,5.25,8,52,26,3.16981132075472,26
E0,21/01/2020,Aston Villa,Watford,2,1,H,2.8,3.5,2.45,22,14,1.44117647058824,8
E0,21/01/2020,Bournemouth,Brighton,3,1,H,2.87,3.4,2.45,22,19,1.42393162393162,3
E0,21/01/2020,Crystal Palace,Southampton,0,2,A,2.7,3.25,2.7,15,30,1.47478991596639,-15
E0,21/01/2020,Everton,Newcastle,2,2,D,1.55,4.1,6,24,18,2.43564356435644,6
E0,21/01/2020,Sheffield United,Man City,0,1,A,7,5,1.4,24,45,1.09375,-21
E0,21/01/2020,Chelsea,Arsenal,2,2,D,1.72,3.9,4.5,30,20,2.08928571428571,10
E0,22/01/2020,Leicester,West Ham,4,1,H,1.53,4.33,6,35,19,2.51500484027106,16
E0,22/01/2020,Tottenham,Norwich,2,1,H,1.4,5,7.5,36,7,3,29
E0,22/01/2020,Man United,Burnley,0,2,A,1.36,4.75,9,40,19,3.10909090909091,21
E0,23/01/2020,Wolves,Liverpool,1,2,A,5.75,3.8,1.61,27,33,1.13086876155268,-6
E0,29/01/2020,West Ham,Liverpool,0,2,A,8.5,5.5,1.33,30,33,1.0710102489019,-3
E0,01/02/2020,Leicester,Chelsea,2,2,D,2.5,3.6,2.7,35,39,1.54285714285714,-4
E0,01/02/2020,Bournemouth,Aston Villa,2,1,H,2.1,3.6,3.3,22,19,1.72173913043478,3
E0,01/02/2020,Crystal Palace,Sheffield United,0,1,A,3.1,3.1,2.5,15,15,1.38392857142857,0
E0,01/02/2020,Liverpool,Southampton,4,0,H,1.25,6,12,52,30,4,22
E0,01/02/2020,Newcastle,Norwich,0,0,D,2.2,3.4,3.3,20,7,1.67462686567164,13
E0,01/02/2020,Watford,Everton,2,3,A,2.75,3.3,2.62,22,20,1.46047297297297,2
E0,01/02/2020,West Ham,Brighton,3,3,D,2.6,3.3,2.75,30,19,1.5,11
E0,01/02/2020,Man United,Wolves,0,0,D,2.25,3.25,3.4,40,24,1.66165413533835,16
E0,02/02/2020,Burnley,Arsenal,0,0,D,3.6,3.6,2,24,20,1.28571428571429,4
E0,02/02/2020,Tottenham,Man City,2,0,H,5.5,4.6,1.53,36,45,1.14812398042414,-9
E0,08/02/2020,Everton,Crystal Palace,3,1,H,1.61,3.8,6,24,16,2.3265306122449,8
E0,08/02/2020,Brighton,Watford,1,1,D,2.1,3.4,3.6,20,14,1.74857142857143,6
E0,09/02/2020,Sheffield United,Bournemouth,2,1,H,1.66,3.6,5.75,20,18,2.21390374331551,2
E0,14/02/2020,Wolves,Leicester,0,0,D,2.5,3.3,2.87,27,32,1.53500810372771,-5
E0,15/02/2020,Southampton,Burnley,1,2,A,1.75,3.8,4.75,21,19,2.11111111111111,2
E0,15/02/2020,Norwich,Liverpool,0,1,A,11,6.25,1.25,19,33,1.04166666666667,-14
E0,16/02/2020,Aston Villa,Tottenham,2,3,A,4,3.8,1.85,22,25,1.24424778761062,-3
E0,16/02/2020,Arsenal,Newcastle,4,0,H,1.4,4.75,8,36,18,2.98039215686275,18
E0,17/02/2020,Chelsea,Man United,0,2,A,1.85,3.5,4.5,30,26,1.96875,4
E0,19/02/2020,Man City,West Ham,2,0,H,1.12,9.5,17,57,19,6.09433962264151,38
E0,22/02/2020,Chelsea,Tottenham,2,1,H,1.72,4,4.5,30,25,2.11764705882353,5
E0,22/02/2020,Burnley,Bournemouth,3,0,H,2.1,3.3,3.7,24,18,1.74428571428571,6
E0,22/02/2020,Crystal Palace,Newcastle,1,0,H,1.95,3.4,4.2,15,18,1.87894736842105,-3
E0,22/02/2020,Sheffield United,Brighton,1,1,D,1.95,3.4,4.2,15,19,1.87894736842105,-4
E0,22/02/2020,Southampton,Aston Villa,2,0,H,1.61,4.33,5,21,19,2.32047159699893,2
E0,22/02/2020,Leicester,Man City,0,1,A,4.5,4.2,1.7,35,45,1.21016949152542,-10
E0,23/02/2020,Man United,Watford,3,0,H,1.6,3.9,6,40,14,2.36363636363636,26
E0,23/02/2020,Wolves,Norwich,3,0,H,1.5,4.2,7,27,7,2.625,20
E0,23/02/2020,Arsenal,Everton,3,2,H,2,3.6,3.7,36,20,1.82465753424658,16
E0,24/02/2020,Liverpool,West Ham,3,2,H,1.16,8,15,52,19,5.21739130434783,33
E0,28/02/2020,Norwich,Leicester,1,0,H,4.33,4.1,1.72,19,32,1.21168384879725,-13
E0,29/02/2020,Brighton,Crystal Palace,0,1,A,2.05,3.25,3.9,20,16,1.77272727272727,4
E0,29/02/2020,Bournemouth,Chelsea,2,2,D,4.75,3.8,1.72,22,39,1.18405797101449,-17
E0,29/02/2020,Newcastle,Burnley,0,0,D,2.62,3.1,2.9,20,19,1.49833333333333,1
E0,29/02/2020,West Ham,Southampton,3,1,H,2.65,3.6,2.5,30,30,1.47540983606557,0
E0,29/02/2020,Watford,Liverpool,3,0,H,8,4.75,1.4,22,33,1.08130081300813,-11
E0,01/03/2020,Everton,Man United,1,1,D,2.5,3.25,2.9,24,26,1.53252032520325,-2
E0,01/03/2020,Tottenham,Wolves,2,3,A,2.45,3.2,3,36,24,1.54838709677419,12
E0,07/03/2020,Liverpool,Bournemouth,2,1,H,1.22,6.5,13,52,18,4.33333333333333,34
E0,07/03/2020,Arsenal,West Ham,1,0,H,1.57,4.4,5.5,36,19,2.44444444444444,17
E0,07/03/2020,Crystal Palace,Watford,1,0,H,2.55,3.2,2.9,15,14,1.52131147540984,1
E0,07/03/2020,Sheffield United,Norwich,1,0,H,1.65,3.75,5.75,15,7,2.26973684210526,8
E0,07/03/2020,Southampton,Newcastle,0,1,A,1.61,4.1,5.25,21,18,2.30213903743316,3
E0,07/03/2020,Wolves,Brighton,0,0,D,1.61,3.9,5.75,27,19,2.32383419689119,8
E0,07/03/2020,Burnley,Tottenham,1,1,D,2.7,3.3,2.62,24,25,1.46047297297297,-1
E0,08/03/2020,Chelsea,Everton,4,0,H,1.8,3.9,4.2,30,20,2.02222222222222,10
E0,08/03/2020,Man United,Man City,2,0,H,5,4.33,1.6,40,45,1.16829679595278,-5
E0,09/03/2020,Leicester,Aston Villa,4,0,H,1.36,5.25,8,35,19,3.16981132075472,16
E0,17/06/2020,Aston Villa,Sheffield United,0,0,D,3.2,3.4,2.25,22,15,1.35398230088496,7
E0,17/06/2020,Man City,Arsenal,3,0,H,1.36,5.25,7.5,57,20,3.08823529411765,37
E0,19/06/2020,Norwich,Southampton,0,3,A,2.8,3.5,2.45,19,30,1.44117647058824,-11
E0,19/06/2020,Tottenham,Man United,1,1,D,3,3.4,2.37,36,26,1.39653379549393,10
E0,20/06/2020,Watford,Leicester,1,1,D,3.6,3.5,2.05,22,32,1.29279279279279,-10
E0,20/06/2020,Brighton,Arsenal,2,1,H,3.1,3.25,2.37,20,20,1.37055160142349,0
E0,20/06/2020,West Ham,Wolves,0,2,A,3.6,3.4,2.1,30,24,1.29818181818182,6
E0,20/06/2020,Bournemouth,Crystal Palace,0,2,A,2.45,3.2,3,22,16,1.54838709677419,6
E0,21/06/2020,Newcastle,Sheffield United,3,0,H,3.3,3.1,2.37,20,15,1.34314442413163,5
E0,21/06/2020,Aston Villa,Chelsea,1,2,A,6,4.5,1.5,22,39,1.125,-17
E0,21/06/2020,Everton,Liverpool,0,0,D,6,4.2,1.55,24,33,1.13217391304348,-9
E0,22/06/2020,Man City,Burnley,5,0,H,1.12,9,15,57,19,5.625,38
E0,23/06/2020,Leicester,Brighton,0,0,D,1.6,4,5.75,35,19,2.35897435897436,16
E0,23/06/2020,Tottenham,West Ham,2,0,H,1.66,4,5,36,19,2.22222222222222,17
E0,24/06/2020,Man United,Sheffield United,3,0,H,1.4,4.5,8.5,40,15,2.94230769230769,25
E0,24/06/2020,Newcastle,Aston Villa,1,1,D,2.3,3.3,3.2,20,19,1.62461538461538,1
E0,24/06/2020,Norwich,Everton,0,1,A,3.9,3.6,1.9,19,20,1.24363636363636,-1
E0,24/06/2020,Wolves,Bournemouth,1,0,H,1.55,4,6,27,18,2.4,9
E0,24/06/2020,Liverpool,Crystal Palace,4,0,H,1.22,6.5,13,52,16,4.33333333333333,36
E0,25/06/2020,Burnley,Watford,1,0,H,3,3.25,2.45,24,14,1.3969298245614,10
E0,25/06/2020,Southampton,Arsenal,0,2,A,2.6,3.5,2.62,21,20,1.4983660130719,1
E0,25/06/2020,Chelsea,Man City,2,1,H,4,4,1.8,30,45,1.24137931034483,-15
E0,27/06/2020,Aston Villa,Wolves,0,1,A,4.6,3.7,1.75,22,24,1.18807339449541,-2
E0,28/06/2020,Watford,Southampton,1,3,A,2.5,3.3,2.87,22,30,1.53500810372771,-8
E0,29/06/2020,Crystal Palace,Burnley,0,1,A,2.25,3.2,3.4,15,19,1.64848484848485,-4
E0,30/06/2020,Brighton,Man United,0,3,A,6,3.8,1.61,20,26,1.13086876155268,-6
E0,01/07/2020,Arsenal,Norwich,4,0,H,1.44,4.75,7,36,7,2.82978723404255,29
E0,01/07/2020,Bournemouth,Newcastle,1,4,A,2.4,3.1,3.2,22,18,1.57460317460317,4
E0,01/07/2020,Everton,Leicester,2,1,H,2.5,3.3,2.9,24,32,1.54354838709677,-8
E0,01/07/2020,West Ham,Chelsea,3,2,H,5.5,4.33,1.57,30,39,1.15222033898305,-9
E0,02/07/2020,Sheffield United,Tottenham,3,1,H,4.2,3.4,1.95,30,25,1.2392523364486,5
E0,02/07/2020,Man City,Liverpool,4,0,H,2.05,3.9,3.3,57,33,1.7875,24
E0,04/07/2020,Norwich,Brighton,0,1,A,3.3,3.4,2.2,19,19,1.33571428571429,0
E0,04/07/2020,Leicester,Crystal Palace,3,0,H,1.66,3.6,5.75,35,16,2.21390374331551,19
E0,04/07/2020,Man United,Bournemouth,5,2,H,1.16,7.5,17,40,18,5.20408163265306,22
E0,04/07/2020,Wolves,Arsenal,0,2,A,2.25,3.4,3.25,27,20,1.66165413533835,7
E0,04/07/2020,Chelsea,Watford,3,0,H,1.4,4.75,8,30,14,2.98039215686275,16
E0,05/07/2020,Burnley,Sheffield United,1,1,D,2.9,3,2.7,24,15,1.42105263157895,9
E0,05/07/2020,Newcastle,West Ham,2,2,D,2.6,3.3,2.75,20,19,1.5,1
E0,05/07/2020,Liverpool,Aston Villa,2,0,H,1.33,5.5,8.5,52,19,3.33928571428571,33
E0,05/07/2020,Southampton,Man City,1,0,H,8.5,6,1.3,21,45,1.06849315068493,-24
E0,06/07/2020,Tottenham,Everton,1,0,H,2.1,3.5,3.4,36,20,1.72463768115942,16
E0,07/07/2020,Crystal Palace,Chelsea,2,3,A,8.5,4.5,1.4,15,39,1.06779661016949,-24
E0,07/07/2020,Watford,Norwich,2,1,H,1.7,3.75,5,22,7,2.14285714285714,15
E0,07/07/2020,Arsenal,Leicester,1,1,D,2.3,3.5,3,36,32,1.61538461538462,4
E0,08/07/2020,Man City,Newcastle,5,0,H,1.12,9,21,57,18,6.3,39
E0,08/07/2020,Sheffield United,Wolves,1,0,H,3.8,3.2,2.1,57,24,1.26792452830189,33
E0,08/07/2020,West Ham,Burnley,0,1,A,2,3.4,3.9,30,19,1.81643835616438,11
E0,08/07/2020,Brighton,Liverpool,1,3,A,6,4.33,1.53,20,33,1.13052901023891,-13
E0,09/07/2020,Bournemouth,Tottenham,0,0,D,5.25,3.8,1.66,22,25,1.15531135531136,-3
E0,09/07/2020,Everton,Southampton,1,1,D,2.05,3.5,3.6,24,30,1.77464788732394,-6
E0,09/07/2020,Aston Villa,Man United,0,3,A,9,5.25,1.33,22,26,1.06117021276596,-4
E0,11/07/2020,Norwich,West Ham,0,4,A,3.75,3.75,1.95,19,19,1.28289473684211,0
E0,11/07/2020,Watford,Newcastle,2,1,H,1.8,3.6,4.5,22,18,2,4
E0,11/07/2020,Liverpool,Burnley,1,1,D,1.22,6.5,12,52,19,4.21621621621622,33
E0,11/07/2020,Sheffield United,Chelsea,3,0,H,6,3.8,1.6,52,39,1.12592592592593,13
E0,11/07/2020,Brighton,Man City,0,5,A,10,5.5,1.28,20,45,1.03834808259587,-25
E0,12/07/2020,Wolves,Everton,3,0,H,2.05,3.3,3.8,27,20,1.76619718309859,7
E0,12/07/2020,Aston Villa,Crystal Palace,2,0,H,2.25,3.3,3.3,22,16,1.65,6
E0,12/07/2020,Tottenham,Arsenal,2,1,H,2.62,3.4,2.7,36,20,1.50491803278689,16
E0,12/07/2020,Bournemouth,Leicester,4,1,H,5.25,3.8,1.66,22,32,1.15531135531136,-10
E0,13/07/2020,Man United,Southampton,2,2,D,1.3,5.5,10,40,30,3.54838709677419,10
E0,14/07/2020,Chelsea,Norwich,1,0,H,1.12,9.5,17,30,7,6.09433962264151,23
E0,15/07/2020,Burnley,Wolves,1,1,D,4.5,3.3,1.9,24,24,1.20576923076923,0
E0,15/07/2020,Man City,Bournemouth,2,1,H,1.14,8.5,17,57,18,5.66666666666667,39
E0,15/07/2020,Newcastle,Tottenham,1,3,A,4.6,3.8,1.75,20,25,1.1981981981982,-5
E0,15/07/2020,Arsenal,Liverpool,2,1,H,3.8,3.8,1.9,36,33,1.26666666666667,3
E0,16/07/2020,Everton,Aston Villa,1,1,D,2,3.5,3.75,24,19,1.81034482758621,5
E0,16/07/2020,Leicester,Sheffield United,2,0,H,2.05,3.25,3.9,35,15,1.77272727272727,20
E0,16/07/2020,Crystal Palace,Man United,0,2,A,9.5,4.75,1.36,15,26,1.05728314238953,-11
E0,16/07/2020,Southampton,Brighton,1,1,D,2.15,3.3,3.5,21,19,1.69852941176471,2
E0,17/07/2020,West Ham,Watford,3,1,H,2.4,3,3.3,30,14,1.57142857142857,16
E0,18/07/2020,Norwich,Burnley,0,2,A,3.2,3.4,2.25,19,19,1.35398230088496,0
E0,19/07/2020,Bournemouth,Southampton,0,2,A,2.4,3.6,2.8,22,30,1.575,-8
E0,19/07/2020,Tottenham,Leicester,3,0,H,2.25,3.3,3.25,36,32,1.63740458015267,4
E0,20/07/2020,Brighton,Newcastle,0,0,D,1.9,3.4,4.33,20,18,1.90452781371281,2
E0,20/07/2020,Sheffield United,Everton,0,1,A,2.2,3.25,3.5,20,20,1.68518518518519,0
E0,20/07/2020,Wolves,Crystal Palace,2,0,H,1.5,4,7.5,27,16,2.60869565217391,11
E0,21/07/2020,Watford,Man City,0,4,A,8.5,5.5,1.33,22,45,1.0710102489019,-23
E0,21/07/2020,Aston Villa,Arsenal,1,0,H,3.3,3.6,2.1,22,20,1.32631578947368,2
E0,22/07/2020,Man United,West Ham,1,1,D,1.22,6.5,11,40,19,4.08571428571429,21
E0,22/07/2020,Liverpool,Chelsea,5,3,H,2,3.75,3.5,52,39,1.81034482758621,13
E0,26/07/2020,Arsenal,Watford,3,2,H,1.9,3.8,3.8,36,14,1.9,22
E0,26/07/2020,Burnley,Brighton,1,2,A,2.37,3.4,3,24,19,1.59375,5
E0,26/07/2020,Chelsea,Wolves,2,0,H,1.85,3.8,4,30,24,1.94871794871795,6
E0,26/07/2020,Crystal Palace,Tottenham,1,1,D,6,4.2,1.55,15,25,1.13217391304348,-10
E0,26/07/2020,Everton,Bournemouth,1,3,A,2.25,3.7,3,24,18,1.65671641791045,6
E0,26/07/2020,Leicester,Man United,0,2,A,3.25,3.5,2.2,35,26,1.35087719298246,9
E0,26/07/2020,Man City,Norwich,5,0,H,1.08,11,26,57,7,7.72972972972973,50
E0,26/07/2020,Newcastle,Liverpool,1,3,A,7.5,5.25,1.36,20,33,1.08018154311649,-13
E0,26/07/2020,Southampton,Sheffield United,3,1,H,2.15,3.5,3.3,21,15,1.69852941176471,6
E0,26/07/2020,West Ham,Aston Villa,1,1,D,3,3.6,2.3,30,19,1.40338983050847,11
